"chamber","SLA","leafpercC"
"ch01",90.25920993,50.344
"ch02",73.026613425,49.9708333333333
"ch03",99.8827196533333,49.8333333333333
"ch04",97.64723029875,52.11625
"ch05",90.1576704966667,50.407
"ch06",76.0906285366667,52.0269444433333
"ch07",96.47312565,51.5858333333333
"ch08",90.2446271633333,48.8083333333333
"ch09",94.8386498083333,50.31375
"ch10",76.1629294866667,50.3425
"ch11",91.1163246133333,48.6336111116667
"ch12",90.73405316,50.2558333333333
