"","chamber","branch_density"
"1","ch01",0.255767211541069
"2","ch02",0.241029155676894
"3","ch03",0.291519805914052
"4","ch04",0.255169221300277
"5","ch05",0.277759339406707
"6","ch06",0.263251845400744
"7","ch07",0.264225060919801
"8","ch08",0.302651461883506
"9","ch09",0.258343218312613
"10","ch10",0.316760171993459
"11","ch11",0.307822479460965
"12","ch12",0.23829598578992
