chamber,stemnumber,branchnumber,branchorder,nyoungleaves,noldleaves,nobranches,secondarybranches,tertiarybranches,comments
ch01,1,1,1,,17,,0,0,
ch01,1,2,1,,16,,0,0,
ch01,1,3,1,,12,,0,0,
ch01,1,4,1,,20,,0,0,
ch01,1,4,2,7,30,6,6,0,
ch01,1,5,1,,17,,0,0,
ch01,1,5,2,,5,,0,0,
ch01,1,6,1,,29,,0,0,
ch01,1,6,2,,57,7,7,0,
ch01,1,7,1,,21,,0,0,
ch01,1,7,2,,33,7,7,0,
ch01,1,8,1,,14,,0,0,
ch01,1,8,2,3,27,5,5,0,
ch01,1,9,1,,14,,0,0,
ch01,1,9,2,,8,2,2,0,
ch01,1,10,1,,11,,0,0
ch01,1,10,2,,87,10,10,0
ch01,1,11,1,,35,,0,0
ch01,1,11,2,,67,11,11,0
ch01,1,12,1,,38,,0,0
ch01,1,12,2,,79,11,11,0
ch01,1,13,1,,12,,0,0
ch01,1,13,2,,18,3,3,0
ch01,1,14,1,,32,,0,0
ch01,1,14,2,,162,18,18,0
ch01,1,15,1,,38,,0,0
ch01,1,15,2,12,327,17,17,0
ch01,1,15,3,8,66,4,0,4
ch01,1,16,1,,39,,0,0
ch01,1,16,2,,238,21,21,0
ch01,1,16,3,,25,3,0,3
ch01,1,17,1,8,38,,0,0
ch01,1,17,2,4,66,10,10,0
ch01,1,18,1,,27,,0,0
ch01,1,18,2,,233,18,18,0
ch01,1,18,3,,53,5,0,5
ch01,1,19,1,,32,,0,0
ch01,1,19,2,,207,17,17,0
ch01,1,19,3,,23,3,0,3
ch01,1,20,1,,19,,0,0
ch01,1,20,2,,7,1,1,0
ch01,1,21,1,,10,,0,0
ch01,1,22,1,,33,,0,0
ch01,1,22,2,,36,6,6,0
ch01,1,23,1,,40,,0,0
ch01,1,23,2,,465,27,27,0
ch01,1,23,3,12,216,30,0,30
ch01,1,24,1,,30,,0,0
ch01,1,24,2,,22,6,6,0
ch01,1,25,1,,20,,0,0
ch01,1,25,2,,13,5,5,0
ch01,1,26,1,,25,,0,0
ch01,1,26,2,,220,17,17,0
ch01,1,27,1,,23,,0,0
ch01,1,27,2,,299,21,21,0
ch01,1,27,3,,42,5,0,5
ch01,1,28,1,,33,,0,0
