ch04,1.1.1,21,1,23.09,114,27,0.1906,121.1437566
ch04,1.1.1,21,2,55.3,180,44,0.6551,84.41459319
ch04,1.1.1,21,3,22.62,128,27,0.2763,81.86753529
ch04,1.1.2,18,1,32.8,130,35,0.4016,81.67330677
ch04,1.1.2,18,2,19.53,104,24,0.1686,115.8362989
ch04,1.1.2,18,3,17.18,92,25,0.1774,96.843292
ch04,1.1.2,18,4,54.86,170,47,0.6218,88.22772596
ch04,1.2.2,21,1,40.46,121,39,0.4591,88.12894794
ch04,1.2.2,21,2,17.16,90,27,0.188,91.27659574
ch04,1.2.2,21,3,22.81,126,35,0.4039,56.47437485
ch05,1,17,1,49.79,175,43,0.3831,129.9660663
ch05,1,17,2,31.4,132,29,0.258,121.7054264
ch05,1,17,3,51.94,176,49,0.4171,124.5264924
ch05,1,17,4,45.06,160,48,0.3399,132.5684025
ch05,1,17,5,29.85,124,34,0.2882,103.573907
ch05,1.1,11,6,50.11,196,40,0.3811,131.4877985
ch05,1.1,11,7,45.29,138,48,0.3706,122.2072315
ch05,1.2.1,22,8,45.84,185,37,0.3628,126.3506064
ch05,1.2.1,22,9,41.77,183,34,0.3223,129.5997518
ch05,1.2.1,22,10,30.77,145,32,0.2491,123.5246889
ch05,1.1,2,11,41.4,161,40,0.3172,130.517024
ch05,1.1,2,12,66.83,200,49,0.682,97.99120235
ch05,1.1,2,13,75.79,210,57,0.9071,83.55197883
ch05,1.1,2,14,43.31,150,43,0.3451,125.4998551
ch05,1.1,2,15,61.7,192,47,0.5522,111.7348787
ch06,1,36,1,40.2,143,43,0.5428,74.06042741
ch06,1,36,2,33.65,140,38,0.4817,69.85675732
ch06,1,36,3,23.48,118,29,0.39,60.20512821
ch06,1,36,4,38.76,138,42,0.4855,79.83522142
ch06,1,36,5,34.84,131,41,0.4094,85.10014656
ch06,1,45,6,30.87,122,34.43,0.4234,72.90977799,
ch06,1,45,7,12.52,102,19,0.1121,111.6859946,
ch06,1,45,8,40.15,156,38,0.5657,70.9740145,
ch06,1,53,9,19.07,106,25,0.1722,110.7433217,
ch06,1,53,10,27.7,126,32,0.399,69.4235589,
ch06,1,18,11,10.14,29.09,59.79,0.1324,76.58610272,length or width incorrect: check sheets
ch06,1,18,12,16.23,76.49,33.02,0.2065,78.59564165,
ch06,1,18,13,9.04,73,19,0.0848,106.6037736,
ch06,1,18,14,21.76,96,35,0.2246,96.88334817,
ch06,1,18,15,18.6,103,28,0.2385,77.98742138,
ch06,1,18,16,10.46,62,23,0.116,90.17241379,
ch06,1,18,17,25.94,121,37,0.3552,73.02927928,
ch07,1,12,1,16.3,95,26,0.0997,163.4904714,
ch07,1,12,2,26,115,33,0.2237,116.2270899,
ch07,1,12,3,25.02,114,33,0.2274,110.0263852,
ch07,1,12,4,20.07,98,31,0.1426,140.743338,
ch07,1,12,5,18.04,79,31,0.181,99.66850829
ch07,1,12,6,14.9,91,23,0.1061,140.4335533
ch07,1,12,7,11,93,19,0.127,86.61417323
ch07,1,12,8,45.36,147,47,0.3844,118.0020812
ch07,1,12,9,14.47,90,25,0.1082,133.7338262
ch07,1,12,10,28.32,120,35,0.1976,143.3198381
ch07,1,27,11,19.4,105,28,0.1583,122.5521162
ch07,1,27,12,34.21,121,43,0.2745,124.6265938
ch07,1,27,13,42.52,145,45,0.395,107.6455696
ch07,1,27,14,24.8,115,34,0.1728,143.5185185
ch07,1,27,15,12.22,88,21,0.0848,144.1037736
ch07,1,43,16,37,143,42,0.3595,102.9207232
ch07,1,43,17,35.23,134,40,0.3651,96.4941112
ch07,1,43,18,25.21,126,34,0.2617,96.33167749
ch07,1,43,19,19.77,103,30,0.1568,126.0841837
ch07,1,43,20,8.84,80,18,0.0732,120.7650273
ch07,1,43,21,18.06,111,26,0.1425,126.7368421
ch07,1,43,22,17.82,86,30,0.1482,120.242915
ch07,1,43,23,35.35,130,39,0.3313,106.7008753
ch07,1,57,24,10.72,73,23,0.1018,105.3045187
ch07,1,57,25,19.22,96,31,0.1919,100.1563314
ch07,1,57,26,20.48,115,29,0.2239,91.46940598
ch07,1,57,27,19.28,107,27,0.1758,109.6700796
ch08,1.2,26,1,25.29,111,34,0.2154,117.4094708
ch08,1.2,26,2,11.3,66,23,0.1098,102.9143898
ch08,1.2,26,3,40.75,144,41,0.4742,85.93420498
ch08,1.2,26,4,16.44,85,25,0.136,120.8823529
ch08,1.2,26,5,28.12,119,31,0.3135,89.6969697
ch08,1.2,26,6,25.02,90.21,34,0.3039,82.32971372
ch08,1.2,39,1,13.15,86,22,0.1148,114.5470383
ch08,1.2,39,2,6.2,58,16,0.0463,133.9092873
ch08,1.2,39,3,29.56,115,34,0.2425,121.8969072
ch08,1.2,39,4,16.77,88,28,0.1747,95.99313108
ch08,1.1,13,1,18.91,91,29,0.1188,159.1750842
ch08,1.1,13,2,16.13,87,28,0.1307,123.4123948
ch08,1.1,13,3,15.36,69,28,0.1237,124.1713824
ch08,1.1,13,4,22.1,104,30,0.2584,85.52631579
ch08,1.1,13,5,21.16,109,30,0.1699,124.5438493
ch08,1.1,13,6,25.74,120,31,0.2976,86.49193548
ch08,1.1,13,7,17.55,86,29,0.1226,143.1484502
ch08,1.1,13,8,30.07,113,39,0.3233,93.00958862
ch08,1.2,16,1,31.27,123,39,0.2375,131.6631579
ch08,1.2,16,2,14.86,87,25,0.1137,130.6948109
ch08,1.2,16,3,18.73,90,27,0.131,142.9770992
ch08,1.2,16,4,24.27,115,32,0.1677,144.7227191
ch08,1.2,16,5,25.29,122,33,0.1606,157.4719801
ch08,1.2,16,6,18.4,101,25,0.1581,116.3820367
ch09,1,17,1,29.09,127.32,34.42,0.1491,195.1039571
ch09,1,17,2,34.67,134.92,40.03,0.2291,151.3312964
ch09,1,17,3,12.42,71.31,27.34,0.0854,145.4332553
ch09,1,17,4,28.13,127.65,38.86,0.1744,161.2958716
ch09,1,17,5,33.19,122.47,41.49,0.2106,157.5973409
ch09,1,17,6,18.52,99.7,28.42,0.1124,164.7686833
ch09,1,29,7,55.54,176.5,54.79,0.4393,126.4284088
ch09,1,29,8,31.15,112.62,41.37,0.2566,121.3951676
ch09,1,29,9,41.86,155.98,45.78,0.3274,127.8558338
ch09,1,29,10,52.57,169.69,53.58,0.4637,113.3707138
ch09,1,29,11,52.63,173.23,51.81,0.3955,133.0720607
ch09,1,29,12,32.4,152.87,39.48,0.3054,106.0903733
ch09,1,41,13,51.1,171.6,50.22,0.5494,93.01055697
ch09,1,41,14,56.22,195.88,47.91,0.5525,101.7556561
ch09,1,41,15,80.93,215.29,68.45,0.862,93.8863109
ch09,1,41,16,16.77,94.38,26.84,0.1639,102.3184869
ch09,1,53,17,5,74.05,10.7,0.0576,86.80555556
ch09,1,53,18,40.02,172.18,36.37,0.4111,97.34857699
ch09,1,53,19,55.84,215.74,45.02,0.6907,80.84551904
ch09,1,39,20,71.14,214.42,56.16,0.7609,93.49454593
ch09,1,39,21,38.36,173.62,40.35,0.3913,98.03220036
ch09,1,39,22,69.28,219.1,63.12,0.7399,93.6342749
ch09,1,39,23,78.76,219.12,59.46,0.8598,91.6026983
ch09,1,39,24,83.15,243.41,62.25,1.0296,80.75951826
ch09,1,39,25,54.03,180.7,53.43,0.5921,91.25147779
ch10,1,13,1,30.62,125,32,0.218,140.4587156
ch10,1,13,2,25.9,127,30,0.2299,112.6576773
ch10,1,13,3,11.9,66,23,0.1128,105.4964539
ch10,1,13,4,21.9,124,26,0.2029,107.9349433
ch10,1,13,5,28.86,125,33,0.2571,112.252042
ch10,1,13,6,8.56,55,25,0.074,115.6756757
ch10,1,13,7,18.02,116,22,0.174,103.5632184
ch10,1,13,8,20.73,107,31,0.1842,112.5407166
ch10,1.1,13,1,32.69,137,34,0.3051,107.1451983
ch10,1.1,13,2,20.03,100,29,0.1979,101.2127337
ch10,1.1,13,3,24.59,93,35,0.2426,101.3602638
ch10,1.1,13,4,42.8,172,35,0.4628,92.48055315
ch10,1.1,13,5,42.21,171,36,0.4318,97.75358962
ch10,1.2,22,1,21.31,104,27,0.1939,109.9020113
ch10,1.2,22,2,19.4,129,23,0.1441,134.62873
ch10,1.2,22,3,44.84,183,32,0.4342,103.2703823
ch10,1.2,22,4,21.41,106,24,0.2166,98.84579871
ch10,1.1,26,1,43.13,180,37,0.3949,109.2175234
ch10,1.1,26,2,23.81,126,29,0.2762,86.20564808
ch10,1.1,26,3,6.77,90,11,0.0671,100.8941878
ch10,1.1,26,4,12.64,105,17,0.1107,114.1824752
ch10,1.1,26,5,10.39,93,14,0.0796,130.5276382
ch11,1,12,1,6.09,58,15,0.0406,150
ch11,1,12,2,11.71,70,21,0.0732,159.9726776
ch11,1,12,3,17.88,84,29,0.1357,131.761238
ch11,1,12,4,11,60,22,0.0641,171.6068643
ch11,1,12,5,8.2,56,17,0.0402,203.9800995
ch11,1,12,6,18.93,85,29,0.1144,165.472028
ch11,1,12,7,17.63,89,31,0.1129,156.1558902
ch11,1.2,10,8,29.51,111,42,0.2177,135.553514
ch11,1.2,10,9,22.97,101,34,0.1691,135.836783
ch11,1.2,10,10,16.67,86,27,0.1113,149.7753819
ch11,1.2,26,11,25.66,122,31,0.149,172.2147651
ch11,1.2,26,12,21.87,123,28,0.1607,136.0920971
ch11,1.2,26,13,27.43,125,34,0.1774,154.6223224
ch11,1.2,26,14,22.22,119,27,0.1404,158.2621083
ch11,1.2,34,15,32.02,131,37,0.2207,145.0838242
ch11,1.2,34,16,20.42,103,30,0.1311,155.7589626
ch11,1.2,34,17,33.19,127,39,0.2535,130.9270217
ch11,1.2,34,18,18.77,105,29,0.1248,150.400641
ch12,1,43,1,27.22,121,32,0.2657,102.4463681
ch12,1,43,2,36.92,145,36,0.4423,83.47275605
ch12,1,43,3,23.96,109,32,0.2837,84.45541065
ch12,1,43,4,40.76,150,37,0.5332,76.44411103
ch12,1,58,5,32.65,137,33,0.4135,78.96009674
ch12,1,58,6,23.58,101,35,0.2223,106.0728745
ch12,1,58,7,6.18,60,12,0.0433,142.7251732
ch12,1,66,8,12.44,75,21,0.094,132.3404255
ch12,1,66,9,20.68,93,23,0.1632,126.7156863
ch12,1,19,1,10.506,60.82,21.9,0.1082,97.09796673
ch12,1,19,2,17.627,108.06,32.48,0.1898,92.87144362
ch12,1,19,3,13.549,84.3,22.14,0.152,89.13815789
ch12,1,19,4,10.124,76.34,21.02,0.0978,103.5173824
ch12,1,19,5,26.887,98.78,41.83,0.321,83.76012461
ch12,1,19,6,22.659,108.06,32.48,0.2704,83.79807692
ch12,1,19,7,19.086,100.64,27.49,0.2022,94.39169139
ch12,1,32,8,25.889,114.42,36.28,0.2458,105.3254679,
ch12,1,32,9,15.616,85.42,27.79,0.153,102.0653595,
ch12,1,32,10,24.096,107.27,35.31,0.2332,103.3276158,
ch12,1,32,11,27.452,116.64,35.13,0.2492,110.1605136,
ch12,1,,12,23.004,92.42,36.83,0.1973,116.5940193,main stem
ch12,1,32,13,14.323,75.16,26.7,0.1214,117.9818781,
ch12,1,32,14,23.072,105.19,33.52,0.2189,105.3997259,
ch12,1,32,15,22.093,100.44,31.38,0.1988,111.1317907,
ch12,1,32,16,18.115,94.88,27.74,0.1715,105.6268222,
ch12,1,32,17,18.322,92.64,30.02,0.1509,121.4181577,
