DateTime,year,DOY,hour,minute,timecorr,TairRef,TairRot,TairMet,AirPress,RHdem,RHmet,VPDdem,VPDmet,PAR,Rsol,Raindem,Rainmet,winddem,windmet,winddirection,SoilHeatFlux
2008-01-01 00:00:00,2008,1,0,0,0.25052754,16.7299999237061,16.6233335494995,16.54,101.796669514974,95.6433334350586,93.3,0.0827355098324642,0.126564345331731,0,0.004,0,0,0,0,152.6,-33.58
2008-01-01 00:30:00,2008,1,0,30,0.25052754,16.6033332824707,16.4666667302450,16.45,101.770001220703,96.3066673278809,93.9,0.0694430604633267,0.114572293802668,0,-0.004,0,0,0,0,166.7,-34.06
2008-01-01 01:00:00,2008,1,1,0,0.25052754,16.5400000890096,16.3999998092651,16.44,101.729998779297,96.686666615804,94.2,0.0620344014540844,0.108868276579921,0,0.002,0,0,0,0,180.2,-34.17
2008-01-01 01:30:00,2008,1,1,30,0.25052754,16.4966667175293,16.3666666030884,16.41,101.699996948242,96.9933336893717,94.5,0.0561734189730766,0.10304019198541,0,0.031,0,0,0,0,180.2,-33.57
2008-01-01 02:00:00,2008,1,2,0,0.25052754,16.5666667938232,16.4299997329712,16.38,101.699996948242,97.2533335367839,94.7,0.0515232004043603,0.0991037895070021,0,0.01,0,0,0,0,180.2,-33.7
2008-01-01 02:30:00,2008,1,2,30,0.25052754,16.3099999745687,16.1833333333333,16.23,101.699996948242,97.3166676839193,94.7,0.0495502344865436,0.0981611116691518,0,0.007,0,0,0,0,180.2,-33.98
2008-01-01 03:00:00,2008,1,3,0,0.25052754,16.0300002098083,15.8866666158040,16.09,101.696663665771,97.5,95,0.0452985868549595,0.0917815016014617,0,0.023,0,0,0,0,180.2,-33.93
2008-01-01 03:30:00,2008,1,3,30,0.25052754,16.0866669336955,15.9500000953674,16.15,101.693330383301,97.7700004577637,95.1,0.0405702103995497,0.0902908916707286,0,0.012,0,0,0,0,180.2,-33.71
2008-01-01 04:00:00,2008,1,4,0,0.25052754,15.9533332188924,15.7833336512248,15.89,101.68999710083,97.8933349609375,95.2,0.0379201662031132,0.0869918212610064,0,0.01,0,0,0,0,180.2,-33.77
2008-01-01 04:30:00,2008,1,4,30,0.25052754,16.0033333778381,15.8100001017253,15.59,101.696663665771,98.0266662597656,95.4,0.0355808339623898,0.0817818341915408,0,0.079,0,0,0,0,180.2,-33.87
2008-01-01 05:00:00,2008,1,5,0,0.25052754,15.7333332379659,15.5700000127157,15.33,101.699996948242,98.0433331807454,95.4,0.0347423606486441,0.0804293654742678,4.96666666666667,3.663,0,0,0,0,180.2,-33.83
2008-01-01 05:30:00,2008,1,5,30,0.25052754,15.9433334032695,15.7366666475932,15.65,101.699996948242,98.1866653442383,95.6,0.0325428699144566,0.0785273397569554,51.3333333333333,28.35,0,0,0,0,180.3,-33.55
2008-01-01 06:00:00,2008,1,6,0,0.25052754,16.6400001525879,16.4233332316081,17.01,101.699996948242,98.3633349100749,95.4,0.0306882713206978,0.0895267553613667,194.5,127.9,0,0,0,0,104.3,-32.07
2008-01-01 06:30:00,2008,1,6,30,0.25052754,18.4133333841960,17.8266663869222,18.38,101.699996948242,98.4166669209798,94.1,0.0324467932755711,0.125184775066380,351.866666666667,220,0,0,0,0.002,131,-27.38
2008-01-01 07:00:00,2008,1,7,0,0.25052754,19.9900000254313,19.0933331807454,20.34,101.736665852865,95.6733337402344,85.7,0.0959896357266061,0.342773966696534,531.5,323.1,0,0,0,0.072,126.3,-19.77
