"","chamber","branch_density"
"1","ch01",0.106929508231412
"2","ch02",0.134494754278445
"3","ch03",0.200160930057716
"4","ch04",0.0659770107353874
"5","ch05",0.136489098748227
"6","ch06",0.0313965059465483
"7","ch07",0.123780826373305
"8","ch08",0.0998177004292107
"9","ch09",0.166487083163035
"10","ch10",0.116234072626718
"11","ch11",0.0572975845472513
"12","ch12",0.110733777788402
