"Date","chamber","branch_mass","LAestlin","leafmass","bole_mass","Height","Diameter","br2order_num","TW_mass","CO2cum","CO2flux","BR_pred","BO_pred","LF_pred","HT_pred","TWnum_pred","TW_pred","above_biomass"
2008-04-15,"ch01",429.46601511615,23.4433331614346,-0.523691047064516,831.594762917177,5.71,5.4,484.084111566997,1593.78974156195,712.313138654652,438.930303145478,429.46601511615,831.594762917177,-0.523691047064516,5.71,484.084111566997,1593.78974156195,2854.32682854822
2008-04-15,"ch02",343.409721518876,17.6566725869095,-0.60035653594377,649.080475332109,5.2,4.68,233.538043791646,-151.601914842847,453.134011816761,290.849409225652,343.409721518876,649.080475332109,-0.60035653594377,5.2,233.538043791646,-151.601914842847,840.287925472195
2008-04-15,"ch03",582.080514878906,26.4892991070083,-0.48333608493748,894.554147333993,5.215,5.91,133.045631415527,-6743.83063469191,516.614468807138,327.164019383705,582.080514878906,894.554147333993,-0.48333608493748,5.215,133.045631415527,-6743.83063469191,-5267.67930856394
2008-04-15,"ch04",128.401165726342,12.841423027487,-0.664152132176583,564.843962357005,3.3,4.35,-168.458683352195,-17848.0556700582,310.671754599639,212.721200562716,128.401165726342,564.843962357005,-0.664152132176583,3.3,-168.458683352195,-17848.0556700582,-17155.4746941071
2008-04-15,"ch05",495.733205918949,27.8748598116833,-0.464979264552433,775.207455960471,5.34,4.98,328.945772361448,-2434.21163985119,483.788041456827,327.847163914321,495.733205918949,775.207455960471,-0.464979264552433,5.34,328.945772361448,-2434.21163985119,-1163.73595723633
2008-04-15,"ch06",32.7093918428631,7.24917620695489,-0.738241899652661,398.726604693189,4.1,3.82,98.6432006872405,-2457.4856653738,227.095986161555,150.509297934721,32.7093918428631,398.726604693189,-0.738241899652661,4.1,98.6432006872405,-2457.4856653738,-2026.7879107374
2008-04-15,"ch07",310.61249414856,20.5352114104706,-0.562219758553066,597.858488290111,4.71,4.54,214.661371331955,-7.21272193060464,393.394785878988,262.228142452997,310.61249414856,597.858488290111,-0.562219758553066,4.71,214.661371331955,-7.21272193060464,900.696040749513
2008-04-15,"ch08",309.24554690053,19.1917453289447,-0.580018881658076,961.825668902418,4.4,5.88,330.061012114339,-490.165615069789,456.646788323136,317.934342025303,309.24554690053,961.825668902418,-0.580018881658076,4.4,330.061012114339,-490.165615069789,780.325581851501
2008-04-15,"ch09",775.837717723321,30.9973057081037,-0.423611045686798,923.686943027463,5.15,5.67,363.702873197963,3295.11189116809,610.492971947971,401.581843290949,775.837717723321,923.686943027463,-0.423611045686798,5.15,363.702873197963,3295.11189116809,4994.21294087319
2008-04-15,"ch10",173.631281075592,13.3362751447981,-0.657596005545689,500.479417521208,4.31,3.87,147.706327749787,-3066.78144398267,-77.6102710372847,27.8707416639773,173.631281075592,500.479417521208,-0.657596005545689,4.31,147.706327749787,-3066.78144398267,-2393.32834139142
