DateTime,year,DOY,hour,minute,timecorr,TairRef,TairRot,TairMet,AirPress,RHdem,RHmet,VPDdem,VPDmet,PAR,Rsol,Raindem,Rainmet,winddem,windmet,winddirection,SoilHeatFlux
2009-01-01 00:00:00,2009,1,0,0,0.25052754,15.7666665712992,15.7733333269755,14.89,100.613331604004,78.7199999491374,89.5,0.382796980886471,0.178466432015198,0,0.022,0,0,0.176666670044263,0,146.7,-34
2009-01-01 00:30:00,2009,1,0,30,0.25052754,15.2900001207987,15.1799999872843,14.51,100.599998474121,78.8900001525879,91.2,0.365561253778246,0.145949338007109,0,-0.006,0,0,0.0500000009934107,0,146.7,-34.69
2009-01-01 01:00:00,2009,1,1,0,0.25052754,15.1033334414164,15.0333334604899,14.2,100.599998474121,80.8899998982747,92.1,0.32782041398808,0.128421195733504,0,-0.005,0,0,0.116666666666667,0,146.7,-35.25
2009-01-01 01:30:00,2009,1,1,30,0.25052754,14.7133333206177,14.7266666412354,14.08,100.599998474121,82.513333384196,92.8,0.294104365053096,0.116135469377286,0,0.007,0,0,0.306666674216588,0,146.7,-35.82
2009-01-01 02:00:00,2009,1,2,0,0.25052754,14.2666666984558,14.2933333396912,13.83,100.513333129883,83.5500007629394,93.4,0.26902958604071,0.104744250995104,0,0.006,0,0,0.31666667064031,0,146.7,-36.28
2009-01-01 02:30:00,2009,1,2,30,0.25052754,14.1600000381470,14.1366668383280,13.33,100.5,84.9133331298828,93.7,0.244242305060037,0.0967816454159747,0,-0.004,0,0,0.216666669646899,0,146.7,-36.7
2009-01-01 03:00:00,2009,1,3,0,0.25052754,14.2033334096273,14.1833333651225,13.12,100.5,85.8433331807454,94,0.229880302228855,0.0909182181209915,0,-0.007,0,0,0.173333336909612,0,146.7,-37.05
2009-01-01 03:30:00,2009,1,3,30,0.25052754,13.7833333015442,13.8200000127157,12.74,100.5,85.7699994405111,94.2,0.225688299884883,0.0857296202024158,0,0.011,0,0,0.293333339691162,0,146.7,-37.47
2009-01-01 04:00:00,2009,1,4,0,0.25052754,13.4766666412354,13.4700000445048,12.4,100.493333435059,86.3833330790202,94.3,0.211099076329830,0.0823929499386547,0,0.008,0,0,0.520000006755193,0,146.7,-37.86
2009-01-01 04:30:00,2009,1,4,30,0.25052754,13.1700000762939,13.1400000572205,12,100.5,86.7333333333333,94.5,0.201293077689137,0.0774367720019795,0,0.135,0,0,0.390000001589457,0,146.7,-38.29
2009-01-01 05:00:00,2009,1,5,0,0.25052754,12.4066666920980,12.4866666158040,11.13,100.5,87.623332977295,94.5,0.179924699718579,0.0731072322294419,7.06666666666667,5.008,0,0,0.22000000278155,0,146.5,-38.73
