"treatment","Date","CO2cum","TBCA","leafC","LAestlin","CO2_treatment","Water_treatment"
"ambient-wet",2009-01-11,17828.94,8722.42,1231.46,44.646713235615,"ambient","wet"
"ambient-wet",2009-01-12,17937.5,8777.07,1232.69,44.6697809786367,"ambient","wet"
"ambient-wet",2009-01-13,18061.97,8847.61,1233.93,44.693179908218,"ambient","wet"
"ambient-wet",2009-01-14,18133.01,8864.71,1235.19,44.7169097586897,"ambient","wet"
"ambient-wet",2009-01-15,18183.45,8861.18,1236.47,44.7409702654896,"ambient","wet"
"ambient-wet",2009-01-16,18292.55,8916.3,1237.77,44.7653611651549,"ambient","wet"
"ambient-wet",2009-01-17,18408.84,8983.02,1234.65,44.7077558555867,"ambient","wet"
"ambient-wet",2009-01-18,18558.37,9082.95,1231.57,44.6504804152221,"ambient","wet"
"ambient-wet",2009-01-19,18667.07,9142.04,1228.49,44.593534583846,"ambient","wet"
"ambient-wet",2009-01-20,18735.08,9160.42,1225.44,44.5369181023102,"ambient","wet"
"ambient-wet",2009-01-21,18797.01,9154.38,1228.89,44.5931284859216,"ambient","wet"
"ambient-wet",2009-01-22,18921.99,9211.35,1232.38,44.6500993281135,"ambient","wet"
"ambient-wet",2009-01-23,19005.7,9227.01,1235.91,44.7078299893094,"ambient","wet"
"ambient-wet",2009-01-24,19068.03,9221.24,1239.49,44.7663198332469,"ambient","wet"
"ambient-wet",2009-01-25,19225.02,9310.09,1243.12,44.8255682269461,"ambient","wet"
"ambient-wet",2009-01-26,19337.89,9354.78,1246.78,44.8855745406794,"ambient","wet"
"ambient-wet",2009-01-27,19451.63,9400.3,1250.48,44.9463381479397,"ambient","wet"
"ambient-wet",2009-01-28,19562.52,9442.93,1254.22,45.0078584254112,"ambient","wet"
"ambient-wet",2009-01-29,19713.95,9517.74,1266.32,45.2221328936398,"ambient","wet"
"ambient-wet",2009-01-30,19845.02,9572.15,1278.46,45.4371627949018,"ambient","wet"
"ambient-wet",2009-01-31,19963.25,9613.68,1290.64,45.6529475152769,"ambient","wet"
"ambient-wet",2009-02-01,20108.78,9682.47,1302.87,45.8694864439189,"ambient","wet"
"ambient-wet",2009-02-02,20243.34,9740.25,1315.13,46.0867789730279,"ambient","wet"
"ambient-wet",2009-02-03,20362.58,9782.66,1327.44,46.3048244978215,"ambient","wet"
"ambient-wet",2009-02-04,20495.98,9843.61,1335.37,46.4448676216886,"ambient","wet"
"ambient-wet",2009-02-05,20601.74,9876.9,1343.32,46.5852523794583,"ambient","wet"
"ambient-wet",2009-02-06,20691.82,9894.49,1351.29,46.7259786290179,"ambient","wet"
"ambient-wet",2009-02-07,20778.24,9908.4,1359.28,46.8670462286154,"ambient","wet"
"ambient-wet",2009-02-08,20872.43,9930.07,1367.29,47.0084550368579,"ambient","wet"
"ambient-wet",2009-02-09,20894,9879.09,1375.32,47.15020491271,"ambient","wet"
"ambient-wet",2009-02-10,20933.65,9846.17,1383.37,47.2922957154922,"ambient","wet"
"ambient-wet",2009-02-11,21008.53,9848.47,1391.43,47.4347273048792,"ambient","wet"
"ambient-wet",2009-02-12,21115,9881.5,1400.35,47.5933212335395,"ambient","wet"
"ambient-wet",2009-02-13,21194.67,9887.71,1409.29,47.7522556692105,"ambient","wet"
"ambient-wet",2009-02-14,21238.97,9858.53,1418.25,47.9115304726202,"ambient","wet"
"ambient-wet",2009-02-15,21346.11,9892.17,1427.24,48.0711455048446,"ambient","wet"
"ambient-wet",2009-02-16,21453.86,9926.41,1436.23,48.231100627306,"ambient","wet"
"ambient-wet",2009-02-17,21509.99,9909,1445.25,48.3913957017714,"ambient","wet"
"ambient-wet",2009-02-18,21663.92,9989.38,1454.28,48.5520305903512,"ambient","wet"
"ambient-wet",2009-02-19,21820.88,10072.76,1463.34,48.7130051554978,"ambient","wet"
"ambient-wet",2009-02-20,21957.05,10135.34,1472.41,48.8743192600033,"ambient","wet"
"ambient-wet",2009-02-21,22014.69,10119.36,1481.51,49.0359727669991,"ambient","wet"
"ambient-wet",2009-02-22,22141.8,10172.84,1490.63,49.1979655399535,"ambient","wet"
"ambient-wet",2009-02-23,22283.2,10240.59,1499.76,49.3602974426705,"ambient","wet"
"ambient-wet",2009-02-24,22424.55,10308.27,1508.91,49.5229683392887,"ambient","wet"
"ambient-wet",2009-02-25,22545.06,10355.09,1518.08,49.6859780942791,"ambient","wet"
"ambient-wet",2009-02-26,22675.37,10410.38,1528.58,49.8720634318128,"ambient","wet"
"ambient-wet",2009-02-27,22845.85,10505.82,1539.1,50.0584873576536,"ambient","wet"
"ambient-wet",2009-02-28,22977.5,10562.41,1549.64,50.2452497372626,"ambient","wet"
"ambient-wet",2009-03-01,23114.81,10624.64,1560.21,50.4323504364274,"ambient","wet"
"ambient-wet",2009-03-02,23250.18,10684.92,1570.78,50.6197893212616,"ambient","wet"
"ambient-wet",2009-03-03,23375.48,10735.1,1581.38,50.8075662582028,"ambient","wet"
"ambient-wet",2009-03-04,23409.75,10694.23,1592,50.9956811140112,"ambient","wet"
"ambient-wet",2009-03-05,23557.16,10766.49,1602.63,51.1841337557688,"ambient","wet"
"ambient-wet",2009-03-06,23556.45,10690.6,1613.29,51.372924050877,"ambient","wet"
"ambient-wet",2009-03-07,NA,NA,1623.96,51.5620518670563,"ambient","wet"
"ambient-wet",2009-03-08,NA,NA,1634.66,51.7515170723442,"ambient","wet"
"ambient-wet",2009-03-09,NA,NA,1645.37,51.941319535094,"ambient","wet"
"ambient-wet",2009-03-10,NA,NA,1656.1,52.1314591239735,"ambient","wet"
"ambient-wet",2009-03-11,NA,NA,1666.85,52.3219357079639,"ambient","wet"
"ambient-wet",2009-03-12,NA,NA,1677.62,52.5127491563579,"ambient","wet"
"ambient-wet",2009-03-13,NA,NA,1688.41,52.7038993387589,"ambient","wet"
"ambient-wet",2009-03-14,NA,NA,1699.23,52.8953861250794,"ambient","wet"
"ambient-wet",2009-03-15,NA,NA,1710.05,53.0872093855397,"ambient","wet"
"ambient-wet",2009-03-16,NA,NA,1720.9,53.2793689906667,"ambient","wet"
"elevated-dry",2008-04-15,8.67,8.67,0,13.9114369974815,"elevated","dry"
"elevated-dry",2008-04-16,16.68,6.13,3.04,13.9554722852482,"elevated","dry"
"elevated-dry",2008-04-17,18.8,-2.31,6.09,13.9997454764414,"elevated","dry"
"elevated-dry",2008-04-18,10.75,-21.27,9.49,14.0489534367579,"elevated","dry"
"elevated-dry",2008-04-19,27.57,-15.37,12.9,14.0983989098182,"elevated","dry"
"elevated-dry",2008-04-20,37.94,-15.94,16.33,14.1480817019386,"elevated","dry"
"elevated-dry",2008-04-21,41.01,-23.82,19.77,14.198001620526,"elevated","dry"
"elevated-dry",2008-04-22,41.57,-34.23,23.23,14.2481584740678,"elevated","dry"
"elevated-dry",2008-04-23,52.25,-37.01,29.18,14.3323027823068,"elevated","dry"
"elevated-dry",2008-04-24,63.13,-39.6,35.14,14.4166618811214,"elevated","dry"
"elevated-dry",2008-04-25,72.4,-43.82,41.12,14.5012354027621,"elevated","dry"
"elevated-dry",2008-04-26,104.83,-24.89,47.12,14.5860229821063,"elevated","dry"
"elevated-dry",2008-04-27,133.41,-9.81999999999999,53.12,14.6710242566259,"elevated","dry"
"elevated-dry",2008-04-28,162.11,5.35000000000002,59.14,14.7562388663547,"elevated","dry"
"elevated-dry",2008-04-29,194.79,24.48,65.18,14.841666453857,"elevated","dry"
"elevated-dry",2008-04-30,220.78,40.45,67.69,14.8767590496917,"elevated","dry"
"elevated-dry",2008-05-01,226.3,35.96,70.19,14.9119140120646,"elevated","dry"
"elevated-dry",2008-05-02,251.99,51.66,72.67,14.9466040379135,"elevated","dry"
"elevated-dry",2008-05-03,280.58,70.26,75.15,14.9813562315902,"elevated","dry"
"elevated-dry",2008-05-04,301.84,81.53,77.63,15.0161704944925,"elevated","dry"
"elevated-dry",2008-05-05,320.62,90.32,80.11,15.0510467285144,"elevated","dry"
"elevated-dry",2008-05-06,321.09,80.79,82.6,15.085984836042,"elevated","dry"
"elevated-dry",2008-05-07,345.35,95.25,84.89,15.1194399378938,"elevated","dry"
"elevated-dry",2008-05-08,367.48,107.59,87.17,15.1529473585698,"elevated","dry"
"elevated-dry",2008-05-09,387.7,118.01,89.46,15.1865070605981,"elevated","dry"
"elevated-dry",2008-05-10,402.32,122.83,91.75,15.220119006638,"elevated","dry"
"elevated-dry",2008-05-11,403.71,114.41,94.05,15.2537831594797,"elevated","dry"
"elevated-dry",2008-05-12,421.88,122.77,96.35,15.2874994820428,"elevated","dry"
"elevated-dry",2008-05-13,445.02,136.1,98.65,15.3212679373757,"elevated","dry"
"elevated-dry",2008-05-14,472.58,153.84,100.96,15.3550884886552,"elevated","dry"
"elevated-dry",2008-05-15,497.51,168.95,103.27,15.3889610991849,"elevated","dry"
"elevated-dry",2008-05-16,516.15,177.65,105.71,15.42461230057,"elevated","dry"
"elevated-dry",2008-05-17,538.43,189.98,108.15,15.4603154881914,"elevated","dry"
"elevated-dry",2008-05-18,564.54,206.14,110.59,15.4960706257297,"elevated","dry"
"elevated-dry",2008-05-19,587.72,219.37,113.03,15.5318776769894,"elevated","dry"
"elevated-dry",2008-05-20,608.62,230.31,115.48,15.5677366058985,"elevated","dry"
"elevated-dry",2008-05-21,622.34,236.35,115.65,15.5690629418295,"elevated","dry"
"elevated-dry",2008-05-22,636.5,242.82,115.83,15.5704148673195,"elevated","dry"
"elevated-dry",2008-05-23,656.53,255.16,116.01,15.5717923825506,"elevated","dry"
"elevated-dry",2008-05-24,674.6,265.53,116.2,15.573195487716,"elevated","dry"
"elevated-dry",2008-05-25,690.47,273.71,116.38,15.57462418302,"elevated","dry"
"elevated-dry",2008-05-26,704.78,280.32,116.57,15.5760784686777,"elevated","dry"
"elevated-dry",2008-05-27,721.28,289.12,116.76,15.5775583449155,"elevated","dry"
"elevated-dry",2008-05-28,729.72,289.86,116.95,15.5790638119708,"elevated","dry"
"elevated-dry",2008-05-29,744.96,297.4,117.14,15.5805948700919,"elevated","dry"
"elevated-dry",2008-05-30,762.45,307.29,117.23,15.5806708280097,"elevated","dry"
"elevated-dry",2008-05-31,776.49,313.73,117.32,15.5807723775233,"elevated","dry"
"elevated-dry",2008-06-01,768.33,297.97,117.41,15.5808995189145,"elevated","dry"
"elevated-dry",2008-06-02,763.92,285.96,117.5,15.5810522524758,"elevated","dry"
"elevated-dry",2008-06-03,746.64,260.55,118.12,15.5897264500518,"elevated","dry"
"elevated-dry",2008-06-04,730.07,235.84,118.75,15.5984157772543,"elevated","dry"
"elevated-dry",2008-06-05,727.46,225.09,119.39,15.6071202315235,"elevated","dry"
"elevated-dry",2008-06-06,744.85,234.35,120.01,15.6158398103033,"elevated","dry"
"elevated-dry",2008-06-07,769.21,250.57,120.64,15.6245745110413,"elevated","dry"
"elevated-dry",2008-06-08,768.5,241.72,121.27,15.6333243311893,"elevated","dry"
"elevated-dry",2008-06-09,768.35,233.43,121.9,15.6420892682024,"elevated","dry"
"elevated-dry",2008-06-10,781.19,238.12,122.54,15.6508693195395,"elevated","dry"
"elevated-dry",2008-06-11,777.02,225.81,123.17,15.6596644826636,"elevated","dry"
"elevated-dry",2008-06-12,796.93,237.58,123.8,15.6684747550409,"elevated","dry"
"elevated-dry",2008-06-13,825.92,258.4,124.46,15.6776224950274,"elevated","dry"
"elevated-dry",2008-06-14,857.13,281.44,125.12,15.6867853392113,"elevated","dry"
"elevated-dry",2008-06-15,861.33,277.46,125.79,15.6959632850704,"elevated","dry"
"elevated-dry",2008-06-16,870.13,278.09,126.45,15.7051563300858,"elevated","dry"
"elevated-dry",2008-06-17,877.63,277.44,127.09,15.7147979281742,"elevated","dry"
"elevated-dry",2008-06-18,896.72,288.38,127.73,15.7244476659985,"elevated","dry"
"elevated-dry",2008-06-19,908.35,291.86,128.37,15.734105541027,"elevated","dry"
"elevated-dry",2008-06-20,903.44,278.79,129.02,15.7437715507317,"elevated","dry"
"elevated-dry",2008-06-21,934.63,301.83,129.66,15.7534456925882,"elevated","dry"
"elevated-dry",2008-06-22,964.02,323.07,130.3,15.7631279640753,"elevated","dry"
"elevated-dry",2008-06-23,989.61,340.5,130.95,15.7728183626757,"elevated","dry"
"elevated-dry",2008-06-24,1015.42,358.16,131.59,15.7825168858753,"elevated","dry"
"elevated-dry",2008-06-25,1041.63,376.21,132.25,15.7922235311636,"elevated","dry"
"elevated-dry",2008-06-26,1056.87,383.3,132.89,15.8019382960335,"elevated","dry"
"elevated-dry",2008-06-27,1077.04,395.22,133.63,15.8129565766376,"elevated","dry"
"elevated-dry",2008-06-28,1094.01,403.94,134.37,15.8239829718196,"elevated","dry"
"elevated-dry",2008-06-29,1110.15,411.83,135.11,15.8350174790828,"elevated","dry"
"elevated-dry",2008-06-30,1124.2,417.64,135.84,15.8460600959341,"elevated","dry"
"elevated-dry",2008-07-01,1138.55,423.74,136.58,15.8571108198838,"elevated","dry"
"elevated-dry",2008-07-02,1159.01,436.2,137.07,15.8637227165979,"elevated","dry"
"elevated-dry",2008-07-03,1176.57,445.76,137.56,15.8703397291091,"elevated","dry"
"elevated-dry",2008-07-04,1181.5,442.69,138.05,15.8769618568936,"elevated","dry"
"elevated-dry",2008-07-05,1188.48,441.67,138.54,15.8835890994282,"elevated","dry"
"elevated-dry",2008-07-06,1199.47,444.65,139.04,15.8902214561902,"elevated","dry"
"elevated-dry",2008-07-07,1212.96,450.14,139.53,15.8968589266573,"elevated","dry"
"elevated-dry",2008-07-08,1232.11,461.29,140.02,15.9035015103075,"elevated","dry"
"elevated-dry",2008-07-09,1247.71,468.89,140.51,15.9101492066195,"elevated","dry"
"elevated-dry",2008-07-10,1260.26,473.46,140.98,15.9164507538277,"elevated","dry"
"elevated-dry",2008-07-11,1280.86,486.09,141.44,15.922757412656,"elevated","dry"
"elevated-dry",2008-07-12,1293.74,490.99,141.91,15.9290691825843,"elevated","dry"
"elevated-dry",2008-07-13,1295.55,484.82,142.38,15.9353860630927,"elevated","dry"
"elevated-dry",2008-07-14,1305.21,486.5,142.85,15.9417080536621,"elevated","dry"
"elevated-dry",2008-07-15,1325.55,498.87,143.32,15.9480351537735,"elevated","dry"
"elevated-dry",2008-07-16,1346.91,512.25,143.79,15.9543673629086,"elevated","dry"
"elevated-dry",2008-07-17,1367.95,525.31,144.26,15.9607046805493,"elevated","dry"
"elevated-dry",2008-07-18,1385.05,534.43,144.73,15.9670471061781,"elevated","dry"
"elevated-dry",2008-07-19,1405.17,546.57,145.2,15.9733946392778,"elevated","dry"
"elevated-dry",2008-07-20,1413.63,547.05,145.67,15.9797472793316,"elevated","dry"
"elevated-dry",2008-07-21,1433.73,559.17,146.14,15.9861050258234,"elevated","dry"
"elevated-dry",2008-07-22,1454.68,572.14,146.61,15.9924678782372,"elevated","dry"
"elevated-dry",2008-07-23,1471.14,580.62,147.08,15.9988358360577,"elevated","dry"
"elevated-dry",2008-07-24,1472.01,573.4,147.66,16.0067440636508,"elevated","dry"
"elevated-dry",2008-07-25,1481.32,574.62,148.24,16.014657395621,"elevated","dry"
"elevated-dry",2008-07-26,1500.39,585.6,148.82,16.022575831454,"elevated","dry"
"elevated-dry",2008-07-27,1511.39,588.5,149.41,16.0304993706362,"elevated","dry"
"elevated-dry",2008-07-28,1519,588.02,149.99,16.0384280126541,"elevated","dry"
"elevated-dry",2008-07-29,1535.11,596.04,150.57,16.0463617569949,"elevated","dry"
"elevated-dry",2008-07-30,1559.99,613.13,150.85,16.050177791881,"elevated","dry"
"elevated-dry",2008-07-31,1581.95,627.31,151.12,16.05399565668,"elevated","dry"
"elevated-dry",2008-08-01,1598.31,635.89,151.39,16.0578153509232,"elevated","dry"
"elevated-dry",2008-08-02,1621.49,651.29,151.66,16.0616368741425,"elevated","dry"
"elevated-dry",2008-08-03,1648.35,670.36,151.94,16.0654602258701,"elevated","dry"
"elevated-dry",2008-08-04,1666.96,681.19,152.22,16.0692854056386,"elevated","dry"
"elevated-dry",2008-08-05,1687.27,693.72,152.49,16.073112412981,"elevated","dry"
"elevated-dry",2008-08-06,1703.27,701.94,152.76,16.0769412474307,"elevated","dry"
"elevated-dry",2008-08-07,1721.76,712.73,152.95,16.0795122170591,"elevated","dry"
"elevated-dry",2008-08-08,1743.1,726.37,153.14,16.0820850128627,"elevated","dry"
"elevated-dry",2008-08-09,1772.13,747.7,153.33,16.0846596343761,"elevated","dry"
"elevated-dry",2008-08-10,1793.28,761.16,153.51,16.0872360811343,"elevated","dry"
"elevated-dry",2008-08-11,1821.03,781.21,153.7,16.0898143526725,"elevated","dry"
"elevated-dry",2008-08-12,1850.45,802.93,153.89,16.0923944485265,"elevated","dry"
"elevated-dry",2008-08-13,1878.21,822.99,154.08,16.0949763682323,"elevated","dry"
"elevated-dry",2008-08-14,1908.6,845.68,154.27,16.0975601113265,"elevated","dry"
"elevated-dry",2008-08-15,1940.41,869.8,154.45,16.1001456773459,"elevated","dry"
"elevated-dry",2008-08-16,1972.18,893.87,154.64,16.1027330658279,"elevated","dry"
"elevated-dry",2008-08-17,2003.84,917.83,154.83,16.10532227631,"elevated","dry"
"elevated-dry",2008-08-18,2085.4,991.69,155.02,16.1079133083302,"elevated","dry"
"elevated-dry",2008-08-19,2125.68,1024.27,155.21,16.1105061614271,"elevated","dry"
"elevated-dry",2008-08-20,2151.22,1042.11,155.4,16.1131008351393,"elevated","dry"
"elevated-dry",2008-08-21,2171.14,1054.64,155.28,16.1114305638828,"elevated","dry"
"elevated-dry",2008-08-22,2175.18,1051.29,155.16,16.1097603328968,"elevated","dry"
"elevated-dry",2008-08-23,2199.07,1067.79,155.04,16.1080901421804,"elevated","dry"
"elevated-dry",2008-08-24,2238.13,1099.45,154.94,16.1064199917327,"elevated","dry"
"elevated-dry",2008-08-25,2275.41,1129.34,154.82,16.1047498815526,"elevated","dry"
"elevated-dry",2008-08-26,2311.32,1157.86,154.7,16.1030798116391,"elevated","dry"
"elevated-dry",2008-08-27,2335.26,1174.41,154.58,16.1014097819913,"elevated","dry"
"elevated-dry",2008-08-28,2355.08,1186.84,154.46,16.0997397926081,"elevated","dry"
"elevated-dry",2008-08-29,2390.38,1214.75,154.34,16.0980698434885,"elevated","dry"
"elevated-dry",2008-08-30,2415.26,1232.23,154.23,16.0963999346317,"elevated","dry"
"elevated-dry",2008-08-31,2430.11,1239.69,154.11,16.0947300660365,"elevated","dry"
"elevated-dry",2008-09-01,2468.82,1271.01,153.99,16.093060237702,"elevated","dry"
"elevated-dry",2008-09-02,2507.84,1302.64,153.87,16.0913904496272,"elevated","dry"
"elevated-dry",2008-09-03,2529.16,1316.57,153.75,16.0897207018111,"elevated","dry"
"elevated-dry",2008-09-04,2551.35,1331.37,153.63,16.0880509942527,"elevated","dry"
"elevated-dry",2008-09-05,2554.5,1327.12,153.52,16.0863813269511,"elevated","dry"
"elevated-dry",2008-09-06,2565.14,1330.37,153.4,16.0847116999052,"elevated","dry"
"elevated-dry",2008-09-07,2603.15,1360.99,153.28,16.083042113114,"elevated","dry"
"elevated-dry",2008-09-08,2644.2,1394.65,153.16,16.0813725665766,"elevated","dry"
"elevated-dry",2008-09-09,2686.99,1430.05,153.04,16.0797030602919,"elevated","dry"
"elevated-dry",2008-09-10,2730.97,1466.63,152.93,16.0780335942591,"elevated","dry"
"elevated-dry",2008-09-11,2772.2,1500.47,152.81,16.076364168477,"elevated","dry"
"elevated-dry",2008-09-12,2810.68,1531.56,152.69,16.0746947829447,"elevated","dry"
"elevated-dry",2008-09-13,2838.36,1551.85,152.58,16.0730254376612,"elevated","dry"
"elevated-dry",2008-09-14,2859.6,1565.7,152.46,16.0713561326256,"elevated","dry"
"elevated-dry",2008-09-15,2897.61,1596.32,152.34,16.0696868678368,"elevated","dry"
"elevated-dry",2008-09-16,2936.8,1628.11,152.23,16.0680176432938,"elevated","dry"
"elevated-dry",2008-09-17,2964.71,1648.63,152.11,16.0663484589956,"elevated","dry"
"elevated-dry",2008-09-18,3010.6,1664.44,152.21,16.0679305177695,"elevated","dry"
"elevated-dry",2008-09-19,3054.19,1677.95,152.31,16.0695133081337,"elevated","dry"
"elevated-dry",2008-09-20,3088.2,1681.88,152.42,16.0710968300198,"elevated","dry"
"elevated-dry",2008-09-21,3134.24,1697.84,152.52,16.0726810833594,"elevated","dry"
"elevated-dry",2008-09-22,3167.21,1700.73,152.62,16.0742660680842,"elevated","dry"
"elevated-dry",2008-09-23,3182.55,1685.99,152.72,16.0758517841256,"elevated","dry"
"elevated-dry",2008-09-24,3237.81,1711.17,152.83,16.0774382314155,"elevated","dry"
"elevated-dry",2008-09-25,3292.14,1735.42,152.93,16.0790254098855,"elevated","dry"
"elevated-dry",2008-09-26,3338.48,1751.68,153.03,16.0806133194673,"elevated","dry"
"elevated-dry",2008-09-27,3377.73,1761.8,152.18,16.0677554421065,"elevated","dry"
"elevated-dry",2008-09-28,3405.52,1760.46,151.34,16.0548982957209,"elevated","dry"
"elevated-dry",2008-09-29,3445.57,1771.38,150.49,16.0420418802426,"elevated","dry"
"elevated-dry",2008-09-30,3501.13,1797.8,149.65,16.0291861956032,"elevated","dry"
"elevated-dry",2008-10-01,3546.32,1813.86,148.81,16.0163312417347,"elevated","dry"
"elevated-dry",2008-10-02,3582.27,1809.87,158.77,16.156816724826,"elevated","dry"
"elevated-dry",2008-10-03,3607.89,1795.5,168.78,16.2978882227371,"elevated","dry"
"elevated-dry",2008-10-04,3621.62,1769.21,178.82,16.4395446881892,"elevated","dry"
"elevated-dry",2008-10-05,3641.03,1748.55,188.92,16.5817850826073,"elevated","dry"
"elevated-dry",2008-10-06,3681.58,1749,199.04,16.7246083759925,"elevated","dry"
"elevated-dry",2008-10-07,3748.26,1775.53,209.21,16.8680135467984,"elevated","dry"
"elevated-dry",2008-10-08,3804.87,1791.95,219.43,17.0119995818092,"elevated","dry"
"elevated-dry",2008-10-09,3859.17,1806.02,229.68,17.1565654760205,"elevated","dry"
"elevated-dry",2008-10-10,3916.47,1823.05,239.97,17.3017102325225,"elevated","dry"
"elevated-dry",2008-10-11,3960.95,1827.67,249.85,17.4410386821174,"elevated","dry"
"elevated-dry",2008-10-12,4023.25,1850.06,259.79,17.5809440240127,"elevated","dry"
"elevated-dry",2008-10-13,4083.96,1870.83,269.75,17.7214252849061,"elevated","dry"
"elevated-dry",2008-10-14,4102.77,1849.65,279.76,17.8624814991459,"elevated","dry"
"elevated-dry",2008-10-15,4133.91,1841.79,288.78,17.9897653899077,"elevated","dry"
"elevated-dry",2008-10-16,4211.89,1880.73,297.85,18.1176408583852,"elevated","dry"
"elevated-dry",2008-10-17,4278.32,1908.07,306.96,18.2461072767929,"elevated","dry"
"elevated-dry",2008-10-18,4343.51,1934.13,316.11,18.3751640213826,"elevated","dry"
"elevated-dry",2008-10-19,4402.83,1954.28,325.31,18.5048104723954,"elevated","dry"
"elevated-dry",2008-10-20,4471.14,1983.38,334.54,18.6350460140144,"elevated","dry"
"elevated-dry",2008-10-21,4515.7,1988.69,343.81,18.7658700343189,"elevated","dry"
"elevated-dry",2008-10-22,4581.64,2015.34,353.12,18.8972819252383,"elevated","dry"
"elevated-dry",2008-10-23,4650.13,2044.49,362.49,19.029281082508,"elevated","dry"
"elevated-dry",2008-10-24,4728.77,2083.76,371.88,19.161866905625,"elevated","dry"
"elevated-dry",2008-10-25,4805.21,2121.74,380.36,19.2811581930543,"elevated","dry"
"elevated-dry",2008-10-26,4875.66,2153.7,388.87,19.4010349564387,"elevated","dry"
"elevated-dry",2008-10-27,4934.82,2174.32,397.44,19.5214966063043,"elevated","dry"
"elevated-dry",2008-10-28,5009.25,2210.17,406.04,19.6425425567711,"elevated","dry"
"elevated-dry",2008-10-29,5028.92,2187.84,416.09,19.7831253861262,"elevated","dry"
"elevated-dry",2008-10-30,5085.1,2201.98,426.18,19.9243698590042,"elevated","dry"
"elevated-dry",2008-10-31,5143.67,2218.46,436.32,20.0662752022689,"elevated","dry"
"elevated-dry",2008-11-01,5176.55,2209.2,446.51,20.208840647764,"elevated","dry"
"elevated-dry",2008-11-02,5228.92,2219.38,456.75,20.352065432256,"elevated","dry"
"elevated-dry",2008-11-03,5313.91,2262.14,467.03,20.4959487973775,"elevated","dry"
"elevated-dry",2008-11-04,5368.19,2274.14,477.36,20.6404899895727,"elevated","dry"
"elevated-dry",2008-11-05,5456,2319.63,487.73,20.7856882600423,"elevated","dry"
"elevated-dry",2008-11-06,5554.22,2375.47,498.16,20.9315428646906,"elevated","dry"
"elevated-dry",2008-11-07,5645.66,2424.49,508.63,21.0780530640723,"elevated","dry"
"elevated-dry",2008-11-08,5667.12,2409.55,513.08,21.1388747505924,"elevated","dry"
"elevated-dry",2008-11-09,5775.72,2481.7,517.58,21.2003505667014,"elevated","dry"
"elevated-dry",2008-11-10,5878.76,2548.25,522.12,21.2624797865992,"elevated","dry"
"elevated-dry",2008-11-11,5981.09,2614.04,526.71,21.3252616889337,"elevated","dry"
"elevated-dry",2008-11-12,6067.79,2664.69,530.81,21.3834072196541,"elevated","dry"
"elevated-dry",2008-11-13,6168.21,2729.02,534.95,21.4421401432388,"elevated","dry"
"elevated-dry",2008-11-14,6232.33,2757.01,539.12,21.5014596532051,"elevated","dry"
"elevated-dry",2008-11-15,6272.32,2760.83,543.34,21.5613649484128,"elevated","dry"
"elevated-dry",2008-11-16,6360.9,2813.21,547.59,21.621855233001,"elevated","dry"
"elevated-dry",2008-11-17,6436.74,2852.8,551.89,21.6829297163265,"elevated","dry"
"elevated-dry",2008-11-18,6520.14,2899.91,556.23,21.7445876129027,"elevated","dry"
"elevated-dry",2008-11-19,6585.24,2928.68,560.61,21.8068281423397,"elevated","dry"
"elevated-dry",2008-11-20,6667.69,2975.69,565.03,21.869650529286,"elevated","dry"
"elevated-dry",2008-11-21,6769.21,3040.34,570.88,21.953330486187,"elevated","dry"
"elevated-dry",2008-11-22,6876.22,3110.45,576.76,22.0375907647777,"elevated","dry"
"elevated-dry",2008-11-23,6942.51,3139.8,582.68,22.1224306044775,"elevated","dry"
"elevated-dry",2008-11-24,7060.69,3221,588.65,22.2078492495182,"elevated","dry"
"elevated-dry",2008-11-25,7155.56,3278.85,594.65,22.2938459488898,"elevated","dry"
"elevated-dry",2008-11-26,7207.35,3293.58,600.69,22.3804199562876,"elevated","dry"
"elevated-dry",2008-11-27,7301.33,3350.45,606.78,22.4675705300593,"elevated","dry"
"elevated-dry",2008-11-28,7340.57,3352.55,612.9,22.5552969331539,"elevated","dry"
"elevated-dry",2008-11-29,7436.74,3411.54,619.06,22.6435984330709,"elevated","dry"
"elevated-dry",2008-11-30,7556.29,3493.87,625.26,22.7324743018101,"elevated","dry"
"elevated-dry",2008-12-01,7655.19,3555.51,631.5,22.821923815823,"elevated","dry"
"elevated-dry",2008-12-02,7763.3,3626.32,637.78,22.9119462559639,"elevated","dry"
"elevated-dry",2008-12-03,7859.8,3685.48,644.1,23.0025409074429,"elevated","dry"
"elevated-dry",2008-12-04,7953.23,3741.53,650.46,23.0937070597784,"elevated","dry"
"elevated-dry",2008-12-05,8033.92,3787.56,654.099999999999,23.1463002050282,"elevated","dry"
"elevated-dry",2008-12-06,8116.26,3835.2,657.78,23.1994634429138,"elevated","dry"
"elevated-dry",2008-12-07,8194.09,3878.29,661.5,23.2531960756061,"elevated","dry"
"elevated-dry",2008-12-08,8300.86,3950.28,665.26,23.3074974094039,"elevated","dry"
"elevated-dry",2008-12-09,8397.89,4012.49,669.059999999999,23.3623667546914,"elevated","dry"
"elevated-dry",2008-12-10,8484.26,4072.12,669.35,23.3666586383384,"elevated","dry"
"elevated-dry",2008-12-11,8532.22,4093.31,669.66,23.3712507716315,"elevated","dry"
"elevated-dry",2008-12-12,8547.73,4084.39,670,23.3761428584194,"elevated","dry"
